Word,Count
(*mpCount,2
R,2
IRunnable::Run,2
thread-safety,2
Ring,2
qFrom,2
(),2
\X(1,0,0),\,2
MeshBuffer,2
(--((const,2
When,2
Date,2
assign,2
move,2
AddChild,2
str),2
512,2
(15,2
13072.7],2
ILightPoint.h,2
Msvc,2
Win32::Global,2
Duplicate,2
Ry,2
IntrusiveReferenceCounterRemove(const,2
min,2
fails,2
\i,\,2
load,2
(and,2
1690.95],2
orientation,2
Graphics.h,2
E_ASSERT(,2
{{NO_DEPENDENCIES}},2
terminates,2
scaled,2
\AbstractFactory<Vehicle,\,2
\col0,\,2
c);,2
instantiated,2
mouse,2
wvp,2
cone,2
CharList();,2
dir,2
pPair,2
rely,2
Draws,2
warnings,2
default),2
Min_Mag_Mip_Point,2
FileSystem,2
Djb2,2
groups,2
Resource,2
Platform.h,2
translationMatrix,2
4);,2
Vector2(T,2
p)->mCounter,2
unlocking,2
floating-point,2
m[,2
Binding,2
Recalculate,2
Ray,2
failures,2
our,2
mpPtr;,2
05-Jul-2014,2
stencilWriteMask,2
GetValue(ConstIterator,2
renderToTextureUpdater;,2
Destructor,2
don't,2
lightweight,2
(Right,2
observer,2
deallocate,2
(size_t,2
Friend,2
modulus,2
forcing,2
enclosing,2
So,2
eulerAngles);,2
\0,\,2
sleeps,2
http://www.boost.org/,2
bSubdirectory,2
Unload,2
CustomDeleter<IBoo>>,2
file),2
source),2
\"\class\,2
most,2
Then,2
orthogonal),2
1e-3f));,2
Min_Mag_Linear_Mip_Point,2
\b,\,2
state),2
operator<<(D64,2
GCCounter,2
ZeniMax,2
mRenderManager->GetResourceBuffer(eResourceBufferIDLight)->ReleaseIndex(mLightID);,2
m[1],2
10000,2
#define,2
constructed,2
modifies,2
carried,2
File.cpp,2
Template,2
\Otherwise,\,2
safe,2
260,2
\DXGI_FORMAT_BC3_TYPELESS,\,2
null-terminate,2
location,2
affine,2
Affine,2
93.524],2
@,2
kernel,2
specify,2
/Creates,2
easier,2
takes,2
refcstrRootDirectory,2
2;,2
keep,2
characteristic,2
relating,2
831.911],2
\m,\,2
Remove(ConstIterator,2
implicit,2
GetNext(Iterator,2
DefaultAllocator,2
supplied,2
E::Containers::List(const,2
Epsilon,2
MultitargetVertexUpdater.h,2
byte,2
mind,2
correctly,2
\representation,\,2
parameters,2
Rx,2
representations,2
4x4,2
mProjectionMatrix,2
leak,2
renderDepthToTextureUpdater;,2
E_ASSERT,2
ConstantBufferID,2
CoUninitialize,2
auto,2
DLL),2
platforms,2
GetEnd(),2
D3D,2
network,2
2048,2
IsValid(Iterator,2
relatively,2
\DXGI_FORMAT_BC2_TYPELESS,\,2
causes,2
probing,2
[1024],2
E.g,2
count));,2
present,2
\pStr,\,2
substitute,2
Doom,2
hash-based,2
Will,2
lists,2
Fx,2
(*it).first,2
DynamicArray<T>&,2
begin(mList);,2
quick,2
WaitForTermination,2
generic,2
expressions,2
scale,2
col2,2
math,2
parts,2
',2
boolean,2
mSceneManager->CreateObject(IObject::eObjectTypeMesh);,2
Frank,2
intArrayStd.end());,2
Wchar,2
Graphics::Scene::ObjectCore::GetRenderCommand(),2
IDestroyer,2
Queue.h,2
GetBegin(),2
linkage,2
generated,2
indicates,2
(UTC),2
\qFrom,\,2
lookup,2
demand,2
Clamp,2
IntrusiveReferenceCounter*),2
forward,2
template<U32,2
Cpu,2
1993-2012,2
date,2
TestArray,2
EventHandlerClass::*Method,2
U64,2
Universal,2
GetValue(Iterator,2
test;,2
since,2
repeated,2
block,2
Register,2
IsEqual,2
\Add,\,2
right-most,2
tangent,2
17-Jan-2014,2
++i),2
qTo,2
normals,2
File.h,2
01-Oct-2014,2
fooPtr1;,2
b,2
pack_matrix,2
Application.cpp,2
Edition,2
minus,2
Cross(const,2
pAllocator);,2
over,2
t);,2
below),2
protects,2
find,2
letting,2
June,2
sizeof(PodType),2
holds,2
interpolation,2
event:,2
expression,2
ratio,2
GetNext(ConstIterator,2
Y),2
06-Jul-2014,2
Find(const,2
connected,2
Restore,2
devices,2
double,2
EventClass,2
m[0],2
longer,2
ThreadImpl,2
temporary,2
draw,2
style,2
Early,2
granularity,2
tv,2
And,2
prime,2
initializes,2
Text::Impl,2
privately,2
\equivalent,\,2
ILogicHandler,2
(only,2
below,2
follow,2
many,2
close,2
less,2
Application::Global,2
exchange,2
\instanceCount,\,2
60.0f);,2
FooA,2
18-Jan-2014,2
report,2
operator()(U32,2
having,2
\LLC,\,2
List.h,2
tick,2
ComUtil.h,2
GPL,2
rotating,2
allocate,2
{},2
SharedPtr.h,2
false;,2
inverse),2
(mutually,2
_CrtIsValidHeapPointer,2
-1,2
one),2
\nothing,\,2
\DXGI_FORMAT_BC1_TYPELESS,\,2
WeakPtr.h,2
Application.h,2
\message,\,2
WindowProc,2
Select,2
--------------------------------------------------------------------------------------------------------------------,2
communicating,2
VertexPrimitive,2
light:,2
\List<T,\,2
false),2
twister,2
--(*mpCount);,2
\Clear,\,2
Sequential,2
Vector3(T,2
PlatformBase.h,2
\(Z,\,2
Its,2
calculation,2
thread),2
processes,2
31-Aug-2014,2
+=,2
Quaternion.h,2
IAllocator*,2
multi-threading,2
buckets,2
Number,2
WString,2
0xff;,2
IsValid(ConstIterator,2
lightDir,2
Map.h,2
dlls,2
(pObject),2
\DXGI_FORMAT_R8G8B8A8_TYPELESS,\,2
viewable,2
Murmur3,2
\col1,\,2
row-major,2
w-r,2
try,2
makes,2
E_SETTING_OVERRIDE_NEW_AND_DELETE,2
1970,2
engine,2
by:,2
pixels,2
accessible,2
\A32,\,2
www.geometrictools.com,2
Vector4(T,2
11),2
16-Aug-2014,2
deleted,2
Fnv32,2
aspectRatio,2
scoped,2
place,2
Point,2
Least,2
\DXGI_FORMAT_R16_TYPELESS,\,2
destructor),2
container:,2
\initialization,\,2
\Pitch,\,2
\library,\,2
company,2
\DXGI_FORMAT_R24G8_TYPELESS,\,2
p;,2
12-Oct-2014,2
objects:,2
Utility,2
GpuDevice,2
rate,2
releasing,2
StringBuffer.h,2
-nearZ,2
E_NEW,2
1e-6f),2
technique,2
CorePch.cpp,2
tries,2
S_FALSE,2
same:,2
ValueType&,2
ExampleClass,2
rhs);,2
class&,2
handy,2
SetScale(T,2
hold,2
Math::Clamp(mCutOffAngle,2
17-Jun-2014,2
(projection),2
Runtime,2
printing,2
&*,2
pos,2
queries,2
CharTypeTraits<CharType>::Type,2
collection,2
Direct,2
~CharList();,2
Generate,2
ResourceBufferID,2
understand,2
04-Oct-2013,2
\"\a"\\,2
Factory.h,2
reasoning,2
Increment,2
inputs,2
non-heap,2
equivalent,2
~CharArray();,2
seconds,2
Scale(T,2
dead,2
structure,2
aspect,2
~=,2
composition,2
\rows,\,2
);,2
[1048576],2
Memory::Global,2
[EngineTest],2
SetRotation,2
DynamicArray(const,2
coordinates,2
computer,2
(number,2
indexes,2
Orthographic,2
DXGI,2
2048),2
consistency,2
Allocator.cpp,2
DXGI_FORMAT,2
option,2
\*fmt,\,2
IShaderPipeline,2
accesses,2
\CounterType,\,2
DJB2,2
(used,2
exception-safe,2
Fz,2
(KeyType,2
Unbind,2
Vertex,2
m[4],2
attempting,2
Size,2
Prepare,2
ordering,2
23-Sep-2014,2
wrapper,2
method),2
IsIdentity(),2
bear,2
Serialization,2
Rotate(const,2
attenuation,2
list),2
09-Nov-2014,2
AxisZ();,2
File::Impl,2
\DXGI_FORMAT_R32G8X24_TYPELESS,\,2
prevent,2
\str,\,2
end(mList);,2
indirectly,2
std,2
j,2
\TimeInsert(i,\,2
Cap,2
lies,2
operator<<(I32,2
extremely,2
Style,2
aside,2
int,2
phase:,2
E_INTERNAL_SETTING_STRING_SIZE,2
Assign,2
(no,2
degree,2
m[10],2
removing,2
positive,2
overridden,2
tagging,2
Stack.h,2
express,2
1:,2
Getters,2
creating,2
\target,\,2
sorting,2
2012-07-17,2
Pair,2
Big,2
reasons,2
event),2
Uz,2
multiplication,2
CharList(U32,2
guarantees,2
updated,2
developed,2
E_DISABLE_COPY_AND_ASSSIGNMENT,2
kind,2
original),2
\Y,\,2
(Visual,2
\startVertex,\,2
operator^(const,2
Graphics::IDevice,2
FILE_ATTRIBUTE_NORMAL),2
GetPtr,2
Media,2
Incr;,2
Graphics::RenderCommand&,2
public:,2
\sampleApp.Initialize(512,\,1
strBuffer.SetLength(1024);,1
GCGenericFactory.cpp,1
away,1
[82.329,1
GarbageCollection.h,1
\mLightSpot[i]->Translate(Vector3f(0.0f,\,1
IntersectionUtil.h,1
Spheref,1
tag,1
(this,1
memcpy:,1
E_NEW(int);,1
\Delegates"\\,1
explanation,1
\direction"\\,1
latest,1
Vector.h,1
MeshHelper.h,1
tracks,1
Zero;,1
Ending,1
ScaleY(T,1
1365.32%,1
E::Containers::DynamicArray<I32>,1
Weinert,1
4088.95],1
signaling,1
GenericFactory:,1
bDeleteSubdirectories,1
60.245],1
intermediate,1
too),1
eGold,1
shortest,1
really,1
ThreadPoolWorker.h,1
Tests,1
Input::Global,1
std::StringSerializer,1
negate,1
Spot,1
(POD,1
\a43,U\,1
12-Aug-2014,1
\135.0f,\,1
D3DXMatrixPerspectiveFovLH,1
\Math::IsEqual(dxQ.z,\,1
\mLightSpot[1]->SetAttenuation(0.0f,\,1
hasher,1
(R),1
complain,1
contemplate,1
selected,1
publisher:,1
passes,1
(Multi-Threaded,1
Ryaznanov,1
DWORD,1
0x1000,1
IBuffer.h,1
E_DECLARE_SINGLETON_FRIENDLY,1
sizes,1
http://preshing.com/20130107/this-hash-table-is-faster-than-a-judy-array/,1
\40,\,1
vertical,1
FindValue(const,1
ConditionVariableImpl,1
\startIndex,\,1
sampleApp;,1
99,1
(reducing,1
9.71122%,1
MapHasher<Graphics::ISampler::Descriptor>,1
IVertexLayout::ElementDescriptor,1
(+1.60705,1
Declare,1
managed,1
Registered,1
AddRelaxed64,1
6132.83%,1
quaternions,1
yaw);,1
nanoseconds,1
factory:,1
Atomic.h,1
FindValue(KeyType,1
FocusEvent,1
sign,1
1195.05],1
-Tx,1
25-Apr-2014,1
MapHasher<Graphics::IBlendState::Descriptor>,1
ClearRenderTargetView,1
copy-assignment,1
(E_INTERNAL_SETTING_LIST_GROWTH_PERCENTAGE),1
ISerializer.h,1
\95,\,1
addr,1
addressed,1
DX11Base.h,1
[UtilitiesTest],1
Factory,1
identify,1
SimpleVertexUpdater.cpp,1
switching,1
IndexedVertexUpdater.h,1
D3DXMatrixRotationYawPitchRoll,1
cleared,1
\std::qsort(&intArrayStd[0],\,1
features,1
29.4395%,1
1310,1
IVertexLayout::Descriptor,1
20.0843%,1
\ePointNearTopRight,\,1
save,1
pStr),1
Non-signaled,1
us,1
\//sampleApp.Initialize(800,\,1
\a14,\,1
map2;,1
frames,1
[86.2494,1
Graphics::Scene::SceneManagerProvider,1
mark,1
(E_INTERNAL_SETTING_MAP_MAX_OCCUPANCY_PERCENTAGE),1
condition:,1
Material:,1
E_DEBUG_MSG,1
possibility,1
15-Aug-2014,1
etc.),1
(comment,1
dwError,1
\buffer"\\,1
15374.5%,1
(j,1
\DXGI_FORMAT_R24_UNORM_X8_TYPELESS,\,1
communicate,1
GetRotationVectorZ(),1
\"\circular\,1
(S),1
operator>>(ISerializer&,1
S,1
routes,1
Insert(KeyType,1
\step,\,1
Private,1
20-Aug-2014,1
ClampToSign,1
CarFactory,1
\renderDepthToTextureUpdater.Initialize(app.CreateChildWindow(640,\,1
\-CrossProduct(b,a)\,1
\std::sort_heap(intArrayStd.begin(),\,1
IWorld.h,1
-22.8118%,1
\65535)),\,1
Frustum.h,1
use:,1
unbinds,1
sRGB),1
article,1
IShader.h,1
OnEvent,1
i),1
Iterate,1
MinMax(Vector3<T>&,1
11-Oct-2014,1
Event.cpp,1
99.9f;,1
Translation,1
dimension,1
\definition,\,1
latter,1
E:Atomic,1
\DXGI_FORMAT_R32G32B32A32_FLOAT,\,1
16-Feb-2010,1
accessed,1
IndexedInstanceVertexUpdater.cpp,1
(if,1
warning(disable:,1
MyEvent*,1
end(viewState.objectList);,1
hash-table,1
Device.cpp,1
problem,1
strict,1
Threads::Global::GetThreadPool().CleanUp(),1
later,1
notifies,1
MaterialSample.h,1
3895.33,1
finally,1
58.275,1
http://algs4.cs.princeton.edu/21elementary/,1
relying,1
(with,1
understood,1
\rX,\,1
Did,1
[82.6293,1
real,1
(amount,1
[727.506,1
KeyDownEvent,1
static_cast<float>(mViewportDescriptor.width),1
LightSample.cpp,1
79943.1%,1
156.985%,1
kBycicleId);,1
unwanted,1
program,1
\1),\,1
Types.h),1
MyClass(),1
WaitForItem(),1
leaks,1
\VRAM)),\,1
Irfan,1
CorePch.h,1
Objects,1
(cosOmega,1
SetName(),1
(eTexture2DFile),1
IsValid(U32,1
-2.35277%,1
\minLod,\,1
Memory::GlobalAllocatorProviderAPI,1
Memory::Global::GetAllocatorProvider().SetAllocator(Graphics::Global::GetAllocator());,1
corruption,1
(CPU,1
PlatformTypes),1
WeakPtr.cpp,1
\static_assert(PodTypeTraits<KeyType>::value,\,1
(for,1
\frame,\,1
DX11BlendState.h,1
98,1
PushBack),1
DX11RenderTarget.cpp,1
slot,1
arithmetic,1
std::vector),1
GCPtr:,1
IObjectInstance&,1
Size),1
coped,1
Service,1
MAX_PATH,1
specializing,1
[79.2032,1
//mCutOffAngle,1
going,1
among,1
variables),1
0.255394%,1
IEvent&,1
mSceneManager->GetWorld()->Load(mLightSpot[0]);,1
apply,1
spCustomIBoo2,1
E_ELEMENT_COUNT(a)),1
Archive.h,1
1e-6,1
WStringBuffer,1
\identifier,\,1
IntrusivePtr.cpp,1
thread-related,1
eFormatHalf,1
(*cit).first,1
mView->GetViewState().camera,1
significantly,1
intrusive,1
prevents,1
GExampleClass,1
291.781],1
Obtain,1
ones,1
hashed,1
pre-multiplied,1
default-initialized,1
290.01,1
rightIndex),1
754,1
QuickSortDualPivot,1
currently,1
modification),1
VehicleFactory;,1
LightPointSample.h,1
DX11Shader.h,1
written,1
(implemented,1
winApp.Run();,1
FocusLostEvent,1
DebugWindow.cpp,1
DXGI_FORMAT_R8G8B8A8_UNORM,1
Jul,1
\a23,U\,1
\(xNew,\,1
strPattern;,1
Jeroen,1
DeleteDirectory(const,1
IRenderManager.h,1
[77.1256,1
\file,\,1
-0.0263303%,1
\E_DEBUG_MSG("\MemoryHelper::Create\,1
22-Feb-2010,1
(1,1
dedicated,1
satisfied:,1
FrontFaceStencilPass,1
monitor-video,1
(E_INTERNAL_SETTING_STRING_SIZE),1
\code,\,1
(performed,1
Operator[],1
1997,1
(prudential),1
Extraction,1
\times,\,1
mathematic,1
endIndex,1
(+4.72599,1
Determine,1
hashable,1
StringImpl.h,1
definable,1
\string"\;\,1
(CAS),1
complementary,1
change,1
InstanceVertexUpdater.h,1
eOpenModeRead,1
RemoveIf,1
[STL],1
mView->GetViewState().frameBuffer,1
lightSpotShadowComponent1,1
Stencil,1
took,1
FILE_ATTRIBUTE_DIRECTORY),1
portions:,1
\PopBack,\,1
linked,1
AxisW();,1
equals,1
IConstantBuffer.h,1
rX,1
15498.3%,1
Archive.cpp,1
preSizedIntList,1
indexed,1
0.001f;,1
XmlSerializer::Impl.cpp,1
cylinder),1
\b(20,\,1
controlled,1
twice,1
Distance.h,1
GetBack,1
(can,1
E_ASSERT_PTR(object->GetComponent(IObjectComponent::eComponentTypeRenderable));,1
mLightSpot[1]->SetColor(Graphics::Color::eBlue);,1
k;,1
ILogicComponent.h,1
\E::SharedPtr<Boo,\,1
StringSerializer.h,1
clear,1
Projection.h,1
Back,1
DX11Pipeline.cpp,1
(Allocation),1
Queue();,1
x64:,1
head,1
(use,1
mMesh->RemoveChildren();,1
-step;,1
reallocates,1
Twister,1
configuration,1
(SharedPtr,1
Violates,1
Viewing,1
computing,1
Transform.h,1
\DeleteDirectory(strFilePath,\,1
\then,\,1
03-Nov-2014,1
SDK),1
LogicComponent.h,1
Parameter,1
if(bDeleteSubdirectories),1
Factory.cpp,1
Threads::Global::GetThreadPool(),1
discard,1
aiming,1
eTitanium,1
E_PIMPL,1
either:,1
VertexFormatSample.cpp,1
50.0f));,1
identifiers):,1
\static_cast<PodType*>(Copy(pTarget,\,1
kinds,1
ByteSerializer.h,1
IDXGIAdapter,1
\DXGI_FORMAT_R8G8B8A8_UNORM,\,1
i*=2),1
b(4);,1
pitch);,1
E::Containers::List();,1
Knuth,1
/2,1
\0.05f,\,1
axes),1
startInstance,1
++j),1
captures,1
specifying,1
IndexedVertexUpdater.cpp,1
'L',1
Device.h,1
CarFactory;,1
E_ASSERT(sizeof(foo),1
that:,1
hInstance;,1
specializations),1
28-Sep-2014,1
ProxyAllocated:,1
eFormatUnsigned,1
map.size(),1
[482.007,1
headers),1
\"\Debug\,1
scope,1
Quaternion.cpp,1
__VA_ARGS__,1
job,1
strFilePath;,1
\Math::IsEqual(dxQ.x,\,1
(includes,1
fooPtr;,1
(IntersectionUtil),1
ObjectGroup.cpp,1
(translation,1
atomically,1
vec1,1
sphereMaterial->SetDiffuseColor(Graphics::Color(0.05f,1
separator,1
ValueType*,1
mShaderProperties.diffuse.r,1
SimpleVertexUpdater.h,1
(http://www.preshing.com),1
17406.6],1
\c(30,\,1
\rY,\,1
Singleton<ExampleClass>,1
timeStep:,1
\instanceVertexUpdater.Initialize(app.CreateChildWindow(640,\,1
[1016.81,1
Quaternion(U,1
02-Jul-2014,1
type),1
similar,1
\that,\,1
[86.8242,1
MDd,1
GrowPercentage,1
13.5709%,1
\!Math::IsEqual(transP.z,\,1
Matrix4.h,1
(Gpu,1
\a12,U\,1
effects,1
(Distance),1
Pop,1
LightShadowSample.cpp,1
callbacks,1
Hartmann,1
subdirectory,1
String.cpp,1
-50.0f));,1
262144,1
radians,1
iRC;,1
Broadcast,1
96.131,1
\a41,U\,1
StringBuffer.cpp,1
Explicit,1
Luna,1
Pyarali:,1
force,1
expect,1
Iteration,1
\solution,\,1
textures,1
MouseCameraSample.h,1
2010,1
non-zero,1
stdMap.size(),1
Platform.h:,1
registering,1
classes),1
loops),1
GDXDeviceContext,1
sp1,1
Cz,1
function),1
Destroys,1
segments,1
LightSample.h,1
Timer.h,1
0x7fffffff,1
WindowWindowProc,1
canvas,1
conformant,1
SampleApplication.cpp,1
-Tz,1
risking,1
[124.447,1
Go,1
1.87439%,1
\Foo,\,1
\&Subscriber::OnEvent>(EventB::kTypeId,\,1
optional,1
repetition,1
http://www.preshing.com,1
mShaderProperties.diffuse,1
Implementing,1
mView->GetViewState().camera->GetFrustum();,1
\files,\,1
Class,1
mislead,1
6348.16,1
eStageCount,1
\method,\,1
Transform:,1
[3.522,1
mLightCamera->SetProjectionType(ICamera::eProjectionTypePerspective);,1
towards,1
26747.8,1
FrontFaceStencilFail,1
offering,1
memorySize,1
\sizeof(I32),\,1
Mutex.cpp,1
(additive,1
right-handed,1
06-Nov-2014,1
22.9565%,1
far,1
values),1
lot,1
Find(KeyType,1
\a21,U\,1
future,1
[21.811,1
VertexFormatSample.h,1
success,1
E::Containers::Queue.cpp,1
list;,1
polymorphic,1
IObject::eObjectTypeCount;,1
method):,1
FactoryIDTypeTraits,1
viewports,1
total,1
Enabling,1
Hash.cpp,1
Bernstein,1
IFactory:,1
queues,1
ConstantBuffer.cpp,1
www.devarticles.com/c/a/Cplusplus/C-plus-plus-In-Theory-The-Singleton-Pattern-Part-I/4/,1
keeps,1
writes,1
MTd,1
signature,1
app,1
1e-6f));,1
IntersectRaySphere,1
dimensions,1
geometric,1
mWindowDescriptor;,1
winApp.Initialize(windowDesc);,1
mRight,1
21-Oct-2013,1
Preshing,1
HighlightSample.h,1
SceneManager.h,1
500,1
[529.304,1
sealed,1
(DLL),1
UpdateEvent,1
Conjugation,1
[836.574,1
...),1
\(Y,\,1
threshold,1
Douglas,1
GetAxisAndAngle(Vector3<T>&,1
legal),1
pInputManager->IsKeyDown(VK_SUBTRACT)),1
Application::IWindow::Descriptor&,1
E_ALLOCATOR_TAG(CustomNew),1
HeapSort,1
Publisher,1
versatility,1
D3D11_DSV_READ_ONLY_STENCIL;,1
'typename,1
(four,1
Pivot,1
SetRotationVectors(const,1
01-Mar-2010,1
46.121,1
change:,1
Link,1
PositionVertex,1
eFormatFloat3,1
like,1
(k,1
640;,1
[537.312,1
-5.00061%,1
\a22,U\,1
#endif,1
DX11Device.cpp,1
operator<<(ISerializer&,1
D3D11_DSV_READ_ONLY_DEPTH,1
q2);,1
project,1
dxQ2.z),1
semantic,1
Chained,1
Reserve(size_t,1
putting,1
signaled/broadcast,1
[6.986,1
material,1
Discards,1
DXGI_FORMAT_R8G8B8A8_UNORM_SRGB,1
matrix:,1
GetTranslation(),1
[87.2893,1
Render.h,1
Push-Pop,1
Matrix.cpp,1
Vector4.h,1
\static_cast<PodTypeTraits<PodType>::Type*>(Copy(pTarget,\,1
Directional,1
replacement,1
\("\rein\,1
17-Sep-2013,1
WorldState,1
290.45],1
$E::File::Date:,1
(especially,1
Collect,1
increment,1
array-like,1
gDX11ShaderIncludeHandler;,1
know,1
measure,1
exceptional,1
confuse,1
Render::Global,1
\I32,\,1
(assume,1
full,1
(sequential,1
considered,1
SRT,1
\indexedInstanceVertexUpdater.Initialize(app.CreateChildWindow(640,\,1
GCCounter:,1
mLightSpot[1],1
Minimum,1
\other,\,1
09-Aug-2013,1
\member,\,1
texturedMesh->SetVertexType(IMesh::eVertexTypeCompressedTexture);,1
were,1
(preferred,1
E_EXCEPTION_TYPE(CustomNew),1
http://www.devmaster.net/wiki/Ray-sphere_intersection,1
Transformation,1
Translate(T,1
destructors,1
mViewMatrix,1
TranslateX(T,1
IBufferInstance,1
Comparison.h,1
DeviceProvider,1
30,1
scales,1
implies,1
BuildPerspectiveLH,1
(automatic,1
LightSpot.cpp,1
sinR,1
IViewport.h,1
\-90.0f,\,1
(C++,1
included),1
InsertionSort,1
(while,1
\(Tue,\,1
vertexCount,1
ShaderStageState,1
-0.557439%,1
\InsertAt,\,1
comment,1
2),1
enter,1
QuickSort3Way,1
Assigns,1
Vector4();,1
Settings,1
DX11Pipeline.h,1
[8.85995,1
windowHandle,1
anyone's,1
result:,1
maxValue);,1
opposed,1
Pod,1
storage),1
6989.31%,1
0.025f,1
a;,1
DX11),1
sources,1
E_ALLOCATOR_TAG,1
maxAnisotropy,1
names,1
unknown,1
Input::InputManagerProvider,1
entryPoint,1
91.95,1
\&refcstrRootDirectory,\,1
(<,1
increases,1
Render::RenderManagerProvider,1
1.1);,1
STL),1
(type,1
&renderDepthToTextureUpdater);,1
\::FindFirstFile(strPattern.c_str(),\,1
getting,1
Perspective,1
CRITICAL_SECTION,1
space),1
\Memory::GenericFactory<Vehicle,\,1
Example,1
owns,1
+0100,1
\key,\,1
\called,\,1
cases:,1
(preferred),1
mean,1
GetRotationVectorX(),1
[131.901,1
SharePtr,1
|w|,1
kDX11TextureFormatTable[],1
example:,1
\q,\,1
distribution:,1
GCConcreteFactory:,1
Global::SetAllocator(Memory::IAllocator*,1
folder,1
assigned,1
affected,1
[11032.7,1
150,1
\mLightSpot[2]->SetAttenuation(0.0f,\,1
trick,1
pathList,1
(Direct3D,1
Middle,1
clamped,1
die,1
\Noll,\,1
VertexPrimitive.h,1
negating,1
mSceneManager->GetWorld()->Load(mLightSpot[2]);,1
MSVC,1
lowering,1
counter-clockwise,1
(greatest),1
\(X,Y,Z)\,1
macros-,1
(1.25,1
degrees,1
import),1
Landon,1
IObject.h,1
mDefaultRenderState.Clear();,1
ID3D11Debug*,1
DestroyWindow,1
Invert();,1
eCore.rc,1
TransformPoint(const,1
Vector.cpp,1
\Lock,\,1
Zijp,1
Pyarali),1
\"\Car"\;\,1
Children,1
transaction,1
ConditionVariable.h,1
windowDesc;,1
do),1
ALL,1
\bin,\,1
\Flag,\,1
PopBack(U32,1
ResourceBuffer.h,1
if(::RemoveDirectory(refcstrRootDirectory.c_str()),1
count),1
Linux,1
\(T),\,1
comparison:,1
58138.1,1
presented,1
shaders,1
operator<<(bool&,1
MouseDownEvent,1
KeyUpEvent,1
mSceneManager->GetWorld()->Load(uncompressedColorMesh);,1
10-Aug-2014,1
07-Jul-2014,1
Algorithm.cpp,1
adds,1
mLightSpot[2],1
[77.8924,1
iRC,1
Float,1
Assert.h,1
dxQ2.w));,1
http://www.csse.monash.edu.au/~lloyd/tildeAlgDS/,1
scaleMatrix;,1
eSilver,1
upon,1
\found,\,1
Flags,1
94,1
ViewportID,1
whatever,1
sRGB,1
\non-POD,\,1
TryCopy,1
FindIndex(const,1
Win32::Application::WindowDescriptor,1
Thread::Sleep(TimeValue::kOneMillisecond,1
der,1
-21.2004%,1
\eventPublisher.Bind<Subscriber,\,1
t;,1
Global::GetAllocator(),1
modelVersion,1
&Subscriber::OnEventA>(&subscriber);,1
Thread::WaitForTermination,1
29-Sep-2011,1
collisions,1
PositionTextureNormalVertex,1
converting,1
Cache,1
(fCos,1
inline),1
practice,1
ahead,1
IDType,1
flags),1
&FileInformation),1
pAllocator),1
neighboring,1
Using,1
Maximum,1
CreateWindow,1
size),1
does):,1
Partitioning,1
wrong,1
3227.32,1
Map();,1
[81.5222,1
unstable,1
(September,1
powerful,1
\&swapChainDesc,\,1
\Yaw,\,1
970.954%,1
OnEvent(const,1
GCGenericFactory:,1
declare,1
ThreadPool.h,1
XmlSerializer::Impl.h,1
strFilePath.erase();,1
Epsilon<T>),1
(namespace,1
NumericLimits,1
\min(max(128,0.25f\,1
Releases,1
difference,1
matrices),1
\window,\,1
specification,1
169.366%,1
\char*,\,1
MapHasher<Graphics::IDepthStencilState::Descriptor>,1
smallest,1
located,1
Frustum&,1
greater),1
\Compact,\,1
std::cerr,1
Algorithm,1
\!Math::IsEqual(transP.y,\,1
recycle,1
11.3449%,1
~DynamicArray();,1
ScaleX(T,1
reset,1
viewState),1
DX11Sampler.h,1
hashing,1
underlying,1
2012,1
m);,1
DynamicArray.cpp,1
*Starts,1
ConditionVariable.cpp,1
Small,1
kTypeId,1
29-Sep-2012,1
(Math),1
perspective,1
ScaleZ(T,1
units,1
E::Containers::Queue,1
increased,1
[74.5901,1
3x3,1
standards,1
[601.756,1
confusion,1
hierarchy,1
\"\\\*.*"\;\,1
TRUE);,1
\GDXDeviceContext->DrawIndexedInstancedIndirect(indexCount,\,1
\--------------------------------"\);\,1
limits,1
Transpose,1
frustum.GetBoundingSphere();,1
X64:,1
\(atomic64_cx8_32.S),\,1
thing,1
General,1
IntrusivePtr.h,1
w,1
\DXGI_FORMAT_BC1_UNORM,\,1
simple:,1
(whose,1
MyEvent,1
aCar,1
ObjectCore.cpp,1
Impossible,1
81073.9,1
point's,1
Element,1
mShaderProperties.diffuse.b,1
[3.814,1
\Math::Global::GetRandom().GetI32(minValue,\,1
Section,1
IAlllocator,1
Serialization.h,1
appears,1
\messages,\,1
RemoveValueFast(const,1
13-Feb-2014,1
&indexedInstanceVertexUpdater);,1
(-1=caller,1
themselves,1
mReturnCode,1
NoDepthWritesDSS,1
order),1
mRight);,1
\here,\,1
van,1
intrinsic,1
Graphics::IRenderTargetInstance,1
Stack();,1
ownership,1
[GpuTest],1
eAluminium,1
FILESYSTEM,1
FileImpl.cpp,1
mLightContext->GetDescriptor().colorTargets[0];,1
invokes,1
regardless,1
wisely,1
system..,1
9.122],1
IDepthStencilState.h,1
\32k,\,1
\DXGI_FORMAT_R32_FLOAT_X8X24_TYPELESS,\,1
3699.95%,1
Text.h,1
of:,1
results:,1
gaps,1
mUp,1
Glenn,1
stl_algo.h,1
Peter,1
Scaling,1
ITransformable,1
ex,1
roll),1
\"\\\"\\,1
Enterprise,1
ChildMeshSample.h,1
delegates,1
\Roll,\,1
rotate,1
cosR;,1
bigger,1
respects,1
mode,1
\count,\,1
24204.4%,1
DX11Viewport.h,1
\ePointNearBottomLeft,\,1
